source,year,isolate_id,species_id,MDR,antibiotic,abx_class,zone_diameter,phenotype
Oysters,2019.0,OY3,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,25,R
Oysters,2019.0,OY3,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,21,S
Oysters,2019.0,OY4,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY4,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,22,S
Oysters,2019.0,OY4,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY4,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY4,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Oysters,2019.0,OY4,A. rivipollensis,1,Oxolinic acid OA,Quinolones,27,I
Oysters,2019.0,OY4,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,25,S
Oysters,2019.0,OY4,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Oysters,2019.0,OY4,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Oysters,2019.0,OY4,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,29,S
Oysters,2019.0,OY4,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY4,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY4,A. rivipollensis,1,Erythromycin  EM15,Macrolides,12,R
Oysters,2019.0,OY4,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,24,R
Oysters,2019.0,OY4,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Oysters,2019.0,OY5,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY5,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Oysters,2019.0,OY5,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY5,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY5,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,26,S
Oysters,2019.0,OY5,A. rivipollensis,1,Oxolinic acid OA,Quinolones,25,I
Oysters,2019.0,OY5,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY5,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Oysters,2019.0,OY5,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,24,S
Oysters,2019.0,OY5,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Oysters,2019.0,OY5,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY5,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY5,A. rivipollensis,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY5,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,24,R
Oysters,2019.0,OY5,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Oysters,2019.0,OY6,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY6,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,22,S
Oysters,2019.0,OY6,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY6,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,21,I
Oysters,2019.0,OY6,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,27,S
Oysters,2019.0,OY6,A. rivipollensis,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY6,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,24,S
Oysters,2019.0,OY6,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Oysters,2019.0,OY6,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Oysters,2019.0,OY6,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Oysters,2019.0,OY6,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY6,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY6,A. rivipollensis,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY6,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,22,R
Oysters,2019.0,OY6,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,18,S
Oysters,2019.0,OY7,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY7,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,21,S
Oysters,2019.0,OY7,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY7,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY7,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Oysters,2019.0,OY7,A. rivipollensis,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY7,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY7,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Oysters,2019.0,OY7,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,27,S
Oysters,2019.0,OY7,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Oysters,2019.0,OY7,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY7,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY7,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY7,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,20,R
Oysters,2019.0,OY7,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Oysters,2019.0,OY8,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY8,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Oysters,2019.0,OY8,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY8,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY8,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Oysters,2019.0,OY8,A. rivipollensis,1,Oxolinic acid OA,Quinolones,25,I
Oysters,2019.0,OY8,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,25,S
Oysters,2019.0,OY8,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Oysters,2019.0,OY8,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,25,S
Oysters,2019.0,OY8,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,27,S
Oysters,2019.0,OY8,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY8,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,15,S
Oysters,2019.0,OY8,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY8,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,19,R
Oysters,2019.0,OY8,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,18,S
Oysters,2019.0,OY52,A. media,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY52,A. media,1,Mecillinam MEL10,Beta-lactams,20,S
Oysters,2019.0,OY52,A. media,1,Cefotaxime CTX30,Cephalosporins ,24,I
Oysters,2019.0,OY52,A. media,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY52,A. media,1,Ciprofloxacin CIP1,Quinolones,30,S
Oysters,2019.0,OY52,A. media,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY52,A. media,1,Doxycycline DO30,Tetracylines ,22,S
Oysters,2019.0,OY52,A. media,1,Tetracycline TE30,Tetracylines ,25,S
Oysters,2019.0,OY52,A. media,1,Imipenem IPM10,Carbapenemems,25,S
Oysters,2019.0,OY52,A. media,1,Meropenem MEM10,Carbapenemems,27,S
Oysters,2019.0,OY52,A. media,1,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY52,A. media,1,Tobramycin TOB30,Aminoglycosides ,17,S
Oysters,2019.0,OY52,A. media,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY52,A. media,1,Florfenicol  FEC30,Amphenicols,24,R
Oysters,2019.0,OY52,A. media,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Oysters,2019.0,OY53,A. media,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY53,A. media,1,Mecillinam MEL10,Beta-lactams,21,S
Oysters,2019.0,OY53,A. media,1,Cefotaxime CTX30,Cephalosporins ,25,I
Oysters,2019.0,OY53,A. media,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY53,A. media,1,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY53,A. media,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY53,A. media,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY53,A. media,1,Tetracycline TE30,Tetracylines ,26,S
Oysters,2019.0,OY53,A. media,1,Imipenem IPM10,Carbapenemems,26,S
Oysters,2019.0,OY53,A. media,1,Meropenem MEM10,Carbapenemems,30,S
Oysters,2019.0,OY53,A. media,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY53,A. media,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY53,A. media,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY53,A. media,1,Florfenicol  FEC30,Amphenicols,25,R
Oysters,2019.0,OY53,A. media,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Oysters,2019.0,OY54,A. media,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY54,A. media,1,Mecillinam MEL10,Beta-lactams,21,S
Oysters,2019.0,OY54,A. media,1,Cefotaxime CTX30,Cephalosporins ,24,I
Oysters,2019.0,OY54,A. media,1,ceftriaxone CRO30,Cephalosporins ,22,I
Oysters,2019.0,OY54,A. media,1,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY54,A. media,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY54,A. media,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY54,A. media,1,Tetracycline TE30,Tetracylines ,26,S
Oysters,2019.0,OY54,A. media,1,Imipenem IPM10,Carbapenemems,26,S
Oysters,2019.0,OY54,A. media,1,Meropenem MEM10,Carbapenemems,28,S
Oysters,2019.0,OY54,A. media,1,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY54,A. media,1,Tobramycin TOB30,Aminoglycosides ,17,S
Oysters,2019.0,OY54,A. media,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY54,A. media,1,Florfenicol  FEC30,Amphenicols,23,R
Oysters,2019.0,OY54,A. media,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Scallops,2019.0,SC42,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Scallops,2019.0,SC42,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,23,S
Scallops,2019.0,SC42,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Scallops,2019.0,SC42,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,21,I
Scallops,2019.0,SC42,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,26,S
Scallops,2019.0,SC42,A. rivipollensis,1,Oxolinic acid OA,Quinolones,26,I
Scallops,2019.0,SC42,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Scallops,2019.0,SC42,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Scallops,2019.0,SC42,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,25,S
Scallops,2019.0,SC42,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,29,S
Scallops,2019.0,SC42,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,15,S
Scallops,2019.0,SC42,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,17,S
Scallops,2019.0,SC42,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Scallops,2019.0,SC42,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,23,R
Scallops,2019.0,SC42,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Scallops,2019.0,SC43,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Scallops,2019.0,SC43,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Scallops,2019.0,SC43,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,24,I
Scallops,2019.0,SC43,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,21,I
Scallops,2019.0,SC43,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,26,S
Scallops,2019.0,SC43,A. rivipollensis,1,Oxolinic acid OA,Quinolones,25,I
Scallops,2019.0,SC43,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,25,S
Scallops,2019.0,SC43,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Scallops,2019.0,SC43,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Scallops,2019.0,SC43,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Scallops,2019.0,SC43,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,15,S
Scallops,2019.0,SC43,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Scallops,2019.0,SC43,A. rivipollensis,1,Erythromycin  EM15,Macrolides,10,R
Scallops,2019.0,SC43,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,26,R
Scallops,2019.0,SC43,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Scallops,2019.0,SC44,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Scallops,2019.0,SC44,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,22,S
Scallops,2019.0,SC44,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,23,I
Scallops,2019.0,SC44,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,21,I
Scallops,2019.0,SC44,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,27,S
Scallops,2019.0,SC44,A. rivipollensis,1,Oxolinic acid OA,Quinolones,28,I
Scallops,2019.0,SC44,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,27,S
Scallops,2019.0,SC44,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Scallops,2019.0,SC44,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Scallops,2019.0,SC44,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Scallops,2019.0,SC44,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Scallops,2019.0,SC44,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Scallops,2019.0,SC44,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Scallops,2019.0,SC44,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,22,R
Scallops,2019.0,SC44,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,21,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Salmon loins,2019.0,SL19,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,25,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,30,S
Salmon loins,2019.0,SL19,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,28,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,32,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Oxolinic acid OA,Quinolones,30,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Doxycycline DO30,Tetracylines ,24,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Tetracycline TE30,Tetracylines ,29,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Imipenem IPM10,Carbapenemems,15,R
Salmon loins,2019.0,SL19,A.salmonicida,1,Meropenem MEM10,Carbapenemems,24,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,15,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,15,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Erythromycin  EM15,Macrolides,11,R
Salmon loins,2019.0,SL19,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,30,S
Salmon loins,2019.0,SL19,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Salmon loins,2019.0,SL21,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,25,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,28,S
Salmon loins,2019.0,SL21,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,26,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,32,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Oxolinic acid OA,Quinolones,30,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Doxycycline DO30,Tetracylines ,25,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Tetracycline TE30,Tetracylines ,30,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Imipenem IPM10,Carbapenemems,16,R
Salmon loins,2019.0,SL21,A.salmonicida,1,Meropenem MEM10,Carbapenemems,26,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,17,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,17,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Erythromycin  EM15,Macrolides,10,R
Salmon loins,2019.0,SL21,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,30,S
Salmon loins,2019.0,SL21,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,26,S
Oysters,2019.0,OY55,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY55,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,25,S
Oysters,2019.0,OY55,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,24,I
Oysters,2019.0,OY55,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,25,S
Oysters,2019.0,OY55,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,30,S
Oysters,2019.0,OY55,A.salmonicida,1,Oxolinic acid OA,Quinolones,27,I
Oysters,2019.0,OY55,A.salmonicida,1,Doxycycline DO30,Tetracylines ,21,S
Oysters,2019.0,OY55,A.salmonicida,1,Tetracycline TE30,Tetracylines ,29,S
Oysters,2019.0,OY55,A.salmonicida,1,Imipenem IPM10,Carbapenemems,24,S
Oysters,2019.0,OY55,A.salmonicida,1,Meropenem MEM10,Carbapenemems,28,S
Oysters,2019.0,OY55,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY55,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY55,A.salmonicida,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY55,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,26,R
Oysters,2019.0,OY55,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,23,S
Oysters,2019.0,OY56,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY56,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,24,S
Oysters,2019.0,OY56,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,27,S
Oysters,2019.0,OY56,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,23,S
Oysters,2019.0,OY56,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,30,S
Oysters,2019.0,OY56,A.salmonicida,1,Oxolinic acid OA,Quinolones,26,I
Oysters,2019.0,OY56,A.salmonicida,1,Doxycycline DO30,Tetracylines ,20,S
Oysters,2019.0,OY56,A.salmonicida,1,Tetracycline TE30,Tetracylines ,26,S
Oysters,2019.0,OY56,A.salmonicida,1,Imipenem IPM10,Carbapenemems,22,I
Oysters,2019.0,OY56,A.salmonicida,1,Meropenem MEM10,Carbapenemems,27,S
Oysters,2019.0,OY56,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,18,S
Oysters,2019.0,OY56,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY56,A.salmonicida,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY56,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,25,R
Oysters,2019.0,OY56,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Oysters,2019.0,OY57,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY57,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,22,S
Oysters,2019.0,OY57,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,26,S
Oysters,2019.0,OY57,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,25,S
Oysters,2019.0,OY57,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,27,S
Oysters,2019.0,OY57,A.salmonicida,1,Oxolinic acid OA,Quinolones,25,I
Oysters,2019.0,OY57,A.salmonicida,1,Doxycycline DO30,Tetracylines ,22,S
Oysters,2019.0,OY57,A.salmonicida,1,Tetracycline TE30,Tetracylines ,26,S
Oysters,2019.0,OY57,A.salmonicida,1,Imipenem IPM10,Carbapenemems,21,I
Oysters,2019.0,OY57,A.salmonicida,1,Meropenem MEM10,Carbapenemems,26,S
Oysters,2019.0,OY57,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY57,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,16,S
Oysters,2019.0,OY57,A.salmonicida,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY57,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,25,R
Oysters,2019.0,OY57,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Oysters,2019.0,OY58,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY58,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,22,S
Oysters,2019.0,OY58,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,27,S
Oysters,2019.0,OY58,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,27,S
Oysters,2019.0,OY58,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY58,A.salmonicida,1,Oxolinic acid OA,Quinolones,25,I
Oysters,2019.0,OY58,A.salmonicida,1,Doxycycline DO30,Tetracylines ,22,S
Oysters,2019.0,OY58,A.salmonicida,1,Tetracycline TE30,Tetracylines ,26,S
Oysters,2019.0,OY58,A.salmonicida,1,Imipenem IPM10,Carbapenemems,21,I
Oysters,2019.0,OY58,A.salmonicida,1,Meropenem MEM10,Carbapenemems,26,S
