source,year,isolate_id,species_id,MDR,antibiotic,abx_class,zone_diameter,phenotype
Oysters,2019.0,OY58,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY58,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,17,S
Oysters,2019.0,OY58,A.salmonicida,1,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY58,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,24,R
Oysters,2019.0,OY58,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,23,S
Oysters,2019.0,OY59,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY59,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,24,S
Oysters,2019.0,OY59,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,26,S
Oysters,2019.0,OY59,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,24,S
Oysters,2019.0,OY59,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY59,A.salmonicida,1,Oxolinic acid OA,Quinolones,29,I
Oysters,2019.0,OY59,A.salmonicida,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY59,A.salmonicida,1,Tetracycline TE30,Tetracylines ,28,S
Oysters,2019.0,OY59,A.salmonicida,1,Imipenem IPM10,Carbapenemems,11,R
Oysters,2019.0,OY59,A.salmonicida,1,Meropenem MEM10,Carbapenemems,16,R
Oysters,2019.0,OY59,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,15,S
Oysters,2019.0,OY59,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,15,S
Oysters,2019.0,OY59,A.salmonicida,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY59,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,26,R
Oysters,2019.0,OY59,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,21,S
Oysters,2019.0,OY60,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY60,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,24,S
Oysters,2019.0,OY60,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,30,S
Oysters,2019.0,OY60,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,33,S
Oysters,2019.0,OY60,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY60,A.salmonicida,1,Oxolinic acid OA,Quinolones,29,I
Oysters,2019.0,OY60,A.salmonicida,1,Doxycycline DO30,Tetracylines ,23,S
Oysters,2019.0,OY60,A.salmonicida,1,Tetracycline TE30,Tetracylines ,24,S
Oysters,2019.0,OY60,A.salmonicida,1,Imipenem IPM10,Carbapenemems,22,I
Oysters,2019.0,OY60,A.salmonicida,1,Meropenem MEM10,Carbapenemems,26,S
Oysters,2019.0,OY60,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,16,S
Oysters,2019.0,OY60,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,14,I
Oysters,2019.0,OY60,A.salmonicida,1,Erythromycin  EM15,Macrolides,10,R
Oysters,2019.0,OY60,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,25,R
Oysters,2019.0,OY60,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,21,S
Oysters,2019.0,OY61,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
Oysters,2019.0,OY61,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,23,S
Oysters,2019.0,OY61,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,34,S
Oysters,2019.0,OY61,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,35,S
Oysters,2019.0,OY61,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,28,S
Oysters,2019.0,OY61,A.salmonicida,0,Oxolinic acid OA,Quinolones,28,I
Oysters,2019.0,OY61,A.salmonicida,0,Doxycycline DO30,Tetracylines ,22,S
Oysters,2019.0,OY61,A.salmonicida,0,Tetracycline TE30,Tetracylines ,24,S
Oysters,2019.0,OY61,A.salmonicida,0,Imipenem IPM10,Carbapenemems,22,I
Oysters,2019.0,OY61,A.salmonicida,0,Meropenem MEM10,Carbapenemems,27,S
Oysters,2019.0,OY61,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,17,S
Oysters,2019.0,OY61,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,13,I
Oysters,2019.0,OY61,A.salmonicida,0,Erythromycin  EM15,Macrolides,11,R
Oysters,2019.0,OY61,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,27,S
Oysters,2019.0,OY61,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,24,S
Scallops,2019.0,SC45,A.salmonicida,1,Ampicillin AMP10,Beta-lactams,0,R
Scallops,2019.0,SC45,A.salmonicida,1,Mecillinam MEL10,Beta-lactams,25,S
Scallops,2019.0,SC45,A.salmonicida,1,Cefotaxime CTX30,Cephalosporins ,28,S
Scallops,2019.0,SC45,A.salmonicida,1,ceftriaxone CRO30,Cephalosporins ,26,S
Scallops,2019.0,SC45,A.salmonicida,1,Ciprofloxacin CIP1,Quinolones,34,S
Scallops,2019.0,SC45,A.salmonicida,1,Oxolinic acid OA,Quinolones,33,S
Scallops,2019.0,SC45,A.salmonicida,1,Doxycycline DO30,Tetracylines ,23,S
Scallops,2019.0,SC45,A.salmonicida,1,Tetracycline TE30,Tetracylines ,29,S
Scallops,2019.0,SC45,A.salmonicida,1,Imipenem IPM10,Carbapenemems,16,R
Scallops,2019.0,SC45,A.salmonicida,1,Meropenem MEM10,Carbapenemems,26,S
Scallops,2019.0,SC45,A.salmonicida,1,Gentamycin  GM10,Aminoglycosides ,16,S
Scallops,2019.0,SC45,A.salmonicida,1,Tobramycin TOB30,Aminoglycosides ,15,S
Scallops,2019.0,SC45,A.salmonicida,1,Erythromycin  EM15,Macrolides,10,R
Scallops,2019.0,SC45,A.salmonicida,1,Florfenicol  FEC30,Amphenicols,29,S
Scallops,2019.0,SC45,A.salmonicida,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Ampicillin AMP10,Beta-lactams,0,R
Salmon loins,2019.0,SL22,A.bestiarum,1,Mecillinam MEL10,Beta-lactams,24,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Cefotaxime CTX30,Cephalosporins ,26,S
Salmon loins,2019.0,SL22,A.bestiarum,1,ceftriaxone CRO30,Cephalosporins ,25,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Ciprofloxacin CIP1,Quinolones,37,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Oxolinic acid OA,Quinolones,32,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Doxycycline DO30,Tetracylines ,25,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Tetracycline TE30,Tetracylines ,30,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Imipenem IPM10,Carbapenemems,13,R
Salmon loins,2019.0,SL22,A.bestiarum,1,Meropenem MEM10,Carbapenemems,23,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Gentamycin  GM10,Aminoglycosides ,17,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Tobramycin TOB30,Aminoglycosides ,15,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Erythromycin  EM15,Macrolides,11,R
Salmon loins,2019.0,SL22,A.bestiarum,1,Florfenicol  FEC30,Amphenicols,30,S
Salmon loins,2019.0,SL22,A.bestiarum,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,23,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Ampicillin AMP10,Beta-lactams,0,R
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Mecillinam MEL10,Beta-lactams,30,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Cefotaxime CTX30,Cephalosporins ,39,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,ceftriaxone CRO30,Cephalosporins ,41,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Ciprofloxacin CIP1,Quinolones,39,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Oxolinic acid OA,Quinolones,33,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Doxycycline DO30,Tetracylines ,28,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Tetracycline TE30,Tetracylines ,28,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Imipenem IPM10,Carbapenemems,25,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Meropenem MEM10,Carbapenemems,35,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Gentamycin  GM10,Aminoglycosides ,21,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Tobramycin TOB30,Aminoglycosides ,18,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Erythromycin  EM15,Macrolides,13,R
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Florfenicol  FEC30,Amphenicols,33,S
Inletwater (SPE),2018.0,LJP308,A. piscicola,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,28,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,29,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,36,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,35,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,35,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Oxolinic acid OA,Quinolones,33,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Doxycycline DO30,Tetracylines ,23,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Imipenem IPM10,Carbapenemems,17,R
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Meropenem MEM10,Carbapenemems,26,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,22,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,19,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Erythromycin  EM15,Macrolides,18,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,34,S
Inletwater (SPE),2018.0,LJP318,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,28,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Ampicillin AMP10,Beta-lactams,0,R
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Mecillinam MEL10,Beta-lactams,33,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Cefotaxime CTX30,Cephalosporins ,47,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,ceftriaxone CRO30,Cephalosporins ,45,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Ciprofloxacin CIP1,Quinolones,38,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Oxolinic acid OA,Quinolones,33,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Doxycycline DO30,Tetracylines ,27,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Tetracycline TE30,Tetracylines ,30,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Imipenem IPM10,Carbapenemems,36,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Meropenem MEM10,Carbapenemems,30,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Gentamycin  GM10,Aminoglycosides ,21,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Tobramycin TOB30,Aminoglycosides ,23,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Erythromycin  EM15,Macrolides,14,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Florfenicol  FEC30,Amphenicols,36,S
Inletwater (SPE),2018.0,LJP325,A.bestiarum,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,31,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,30,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,37,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,34,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,36,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Oxolinic acid OA,Quinolones,34,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Doxycycline DO30,Tetracylines ,27,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Imipenem IPM10,Carbapenemems,21,I
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Meropenem MEM10,Carbapenemems,27,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,23,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,21,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Erythromycin  EM15,Macrolides,18,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,34,S
Inletwater (SPE),2018.0,LJP407,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,26,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,30,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,41,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,41,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,36,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Oxolinic acid OA,Quinolones,33,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Doxycycline DO30,Tetracylines ,26,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Tetracycline TE30,Tetracylines ,25,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Imipenem IPM10,Carbapenemems,21,I
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Meropenem MEM10,Carbapenemems,31,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,21,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,21,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Erythromycin  EM15,Macrolides,14,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
gutting machine (SPE),2018.0,LJP441,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,26,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,27,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,43,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,39,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,29,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Oxolinic acid OA,Quinolones,20,R
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Doxycycline DO30,Tetracylines ,33,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Tetracycline TE30,Tetracylines ,31,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Imipenem IPM10,Carbapenemems,46,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Meropenem MEM10,Carbapenemems,41,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,25,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,27,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Erythromycin  EM15,Macrolides,29,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,32,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,31,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,42,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,42,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Oxolinic acid OA,Quinolones,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Doxycycline DO30,Tetracylines ,26,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Imipenem IPM10,Carbapenemems,31,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Meropenem MEM10,Carbapenemems,33,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,21,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,22,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Erythromycin  EM15,Macrolides,16,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,27,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,32,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,39,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,47,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Oxolinic acid OA,Quinolones,35,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Doxycycline DO30,Tetracylines ,23,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Tetracycline TE30,Tetracylines ,30,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Imipenem IPM10,Carbapenemems,21,I
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Meropenem MEM10,Carbapenemems,30,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Erythromycin  EM15,Macrolides,16,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,29,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,38,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,35,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Oxolinic acid OA,Quinolones,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Doxycycline DO30,Tetracylines ,26,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Tetracycline TE30,Tetracylines ,28,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Imipenem IPM10,Carbapenemems,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Meropenem MEM10,Carbapenemems,34,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,18,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Erythromycin  EM15,Macrolides,14,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,34,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,24,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,28,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,39,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Oxolinic acid OA,Quinolones,34,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Doxycycline DO30,Tetracylines ,25,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Imipenem IPM10,Carbapenemems,24,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Meropenem MEM10,Carbapenemems,31,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,21,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,22,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Erythromycin  EM15,Macrolides,14,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,27,S
